GeneID;PAT3 - female;CTRL3 -female;log2 FC;;;
TMEM237;23813;51063;-1,100528915;;;
AK5;72761;156058;-1,10084504;;;
TMEM144;74084;159500;-1,106322523;;;
CXXC5;347930;749306;-1,106757924;;;
SARDH;44980;96962;-1,108135796;;;
ADAMTS10;435243;938641;-1,108752384;;;
LIPA;1090000;2360000;-1,114458725;;;
AC005696.4;2646;5737;-1,116483456;;;
AC010422.4;2646;5737;-1,116483456;;;
AC018362.1;2646;5737;-1,116483456;;;
AC018638.6;2646;5737;-1,116483456;;;
AC027575.2;2646;5737;-1,116483456;;;
AC044787.1;2646;5737;-1,116483456;;;
AC080162.1;2646;5737;-1,116483456;;;
AC090409.1;2646;5737;-1,116483456;;;
AC097658.1;2646;5737;-1,116483456;;;
AC106820.4;2646;5737;-1,116483456;;;
AC110749.1;2646;5737;-1,116483456;;;
AC130324.3;2646;5737;-1,116483456;;;
ADAMTSL2;2646;5737;-1,116483456;;;
AL031005.1;2646;5737;-1,116483456;;;
AL158151.1;2646;5737;-1,116483456;;;
AL162171.3;2646;5737;-1,116483456;;;
AP001107.2;2646;5737;-1,116483456;;;
AP001107.4;2646;5737;-1,116483456;;;
AP002851.1;2646;5737;-1,116483456;;;
BTF3-DT;2646;5737;-1,116483456;;;
C1orf53;2646;5737;-1,116483456;;;
CDR2L;2646;5737;-1,116483456;;;
CDS1;2646;5737;-1,116483456;;;
COL28A1;2646;5737;-1,116483456;;;
CYP2C8;2646;5737;-1,116483456;;;
DLGAP1-AS3;2646;5737;-1,116483456;;;
DNM1P35;2646;5737;-1,116483456;;;
EDNRB-AS1;2646;5737;-1,116483456;;;
ENAH;2646;5737;-1,116483456;;;
FAM81B;2646;5737;-1,116483456;;;
GGN;2646;5737;-1,116483456;;;
GTF2IRD1;2646;5737;-1,116483456;;;
HULC;2646;5737;-1,116483456;;;
KCNIP2-AS1;2646;5737;-1,116483456;;;
LINC00310;2646;5737;-1,116483456;;;
LMCD1;2646;5737;-1,116483456;;;
LRP11;2646;5737;-1,116483456;;;
MOV10L1;2646;5737;-1,116483456;;;
NUDT9P1;2646;5737;-1,116483456;;;
PDGFA;2646;5737;-1,116483456;;;
RABGAP1L-DT;2646;5737;-1,116483456;;;
RPL19P16;2646;5737;-1,116483456;;;
RPL23AP65;2646;5737;-1,116483456;;;
RPS29P3;2646;5737;-1,116483456;;;
SETP9;2646;5737;-1,116483456;;;
SIAH3;2646;5737;-1,116483456;;;
SLC3A1;2646;5737;-1,116483456;;;
SLC6A4;2646;5737;-1,116483456;;;
SUGCT;2646;5737;-1,116483456;;;
SYCE1;2646;5737;-1,116483456;;;
SYN3;2646;5737;-1,116483456;;;
WSCD1;2646;5737;-1,116483456;;;
AC008738.5;7938;17212;-1,116567278;;;
AC015819.2;3969;8606;-1,116567278;;;
AC068522.1;3969;8606;-1,116567278;;;
AC090739.1;3969;8606;-1,116567278;;;
AC108108.1;7938;17212;-1,116567278;;;
AC138207.9;7938;17212;-1,116567278;;;
AL121894.2;3969;8606;-1,116567278;;;
AP006621.1;3969;8606;-1,116567278;;;
CHST8;3969;8606;-1,116567278;;;
GRIK5;7938;17212;-1,116567278;;;
IGHEP2;3969;8606;-1,116567278;;;
LENG8-AS1;3969;8606;-1,116567278;;;
MIR4420;3969;8606;-1,116567278;;;
AC005076.1;5292;11475;-1,116609187;;;
AC068700.1;5292;11475;-1,116609187;;;
AC093849.4;5292;11475;-1,116609187;;;
AL627171.2;5292;11475;-1,116609187;;;
LINC02696;5292;11475;-1,116609187;;;
MMP15;5292;11475;-1,116609187;;;
RGS16;5292;11475;-1,116609187;;;
SPTBN2;5292;11475;-1,116609187;;;
AC091982.3;6615;14344;-1,116634332;;;
AC104581.4;6615;14344;-1,116634332;;;
AL359921.1;6615;14344;-1,116634332;;;
BEST4;6615;14344;-1,116634332;;;
COL13A1;6615;14344;-1,116634332;;;
DPY19L2;6615;14344;-1,116634332;;;
TPI1P1;6615;14344;-1,116634332;;;
AC090152.1;21167;45899;-1,116645911;;;
RPS15AP1;15875;34424;-1,116658154;;;
SLC35E4;15875;34424;-1,116658154;;;
ZNF711;15875;34424;-1,116658154;;;
ZFAND2A-DT;34396;74586;-1,116664058;;;
SPATA20;338669;734389;-1,116668514;;;
NR4A2;47625;103273;-1,116672123;;;
EFCAB15P;11906;25818;-1,116688447;;;
IGKV1-39;11906;25818;-1,116688447;;;
AL121929.2;13229;28687;-1,116693093;;;
AC006504.3;1323;2869;-1,116734906;;;
AC007216.4;1323;2869;-1,116734906;;;
AC007663.3;1323;2869;-1,116734906;;;
AC010422.3;1323;2869;-1,116734906;;;
AC015917.2;1323;2869;-1,116734906;;;
AC069234.5;1323;2869;-1,116734906;;;
AC069307.1;1323;2869;-1,116734906;;;
AC109583.3;1323;2869;-1,116734906;;;
AC125437.2;1323;2869;-1,116734906;;;
AC133552.4;1323;2869;-1,116734906;;;
AL450124.1;1323;2869;-1,116734906;;;
AL583722.1;1323;2869;-1,116734906;;;
AP003108.4;1323;2869;-1,116734906;;;
C5orf64;1323;2869;-1,116734906;;;
CCDC144NL-AS1;1323;2869;-1,116734906;;;
DNAJC5B;1323;2869;-1,116734906;;;
DSCR9;1323;2869;-1,116734906;;;
FABP5P9;1323;2869;-1,116734906;;;
MMP28;1323;2869;-1,116734906;;;
PRR7-AS1;1323;2869;-1,116734906;;;
RN7SL614P;1323;2869;-1,116734906;;;
RPS18;1323;2869;-1,116734906;;;
RPS19P1;1323;2869;-1,116734906;;;
SNORD124;1323;2869;-1,116734906;;;
SNRPGP14;1323;2869;-1,116734906;;;
TEX29;1323;2869;-1,116734906;;;
U52112.1;1323;2869;-1,116734906;;;
Z97633.1;1323;2869;-1,116734906;;;
ZNF705E;1323;2869;-1,116734906;;;
AL162424.1;10583;22950;-1,116745502;;;
CCDC114;10583;22950;-1,116745502;;;
PABPC3;9260;20081;-1,116747016;;;
RIN1;154782;336786;-1,121594461;;;
SLAMF8;72761;158353;-1,121906923;;;
AC121761.1;35719;78029;-1,12731872;;;
AC084125.2;70115;153763;-1,132913365;;;
MST1;38365;84340;-1,136426267;;;
ITGB3;160074;352277;-1,137971288;;;
HTRA1;17198;37867;-1,138700329;;;
ITGA6;644265;1420000;-1,140164803;;;
MT-RNR1;27900000;61500000;-1,140321288;;;
LRRC27;88636;195646;-1,142280933;;;
CES1;14552;32130;-1,142703533;;;
EDN1;14552;32130;-1,142703533;;;
APBA2;56886;125649;-1,143253644;;;
MFSD2A;67469;149173;-1,14468975;;;
MT-ND3;10900000;24100000;-1,144705011;;;
ICA1L;26459;58522;-1,145220538;;;
AC068338.2;13229;29261;-1,145275064;;;
CCNE1;23813;52784;-1,148351298;;;
AL157895.1;11906;26392;-1,148411884;;;
KLF4;640297;1420000;-1,149077774;;;
PAFAH1B3;109803;243840;-1,151017336;;;
AC079922.1;21167;47047;-1,15228592;;;
RPL26P6;10583;23523;-1,152323414;;;
AC093010.1;19844;44178;-1,154625245;;;
SYT17;19844;44178;-1,154625245;;;
GP5;38365;85487;-1,155914291;;;
TRAV35;18521;41309;-1,15729414;;;
ST8SIA6;27781;61964;-1,157331747;;;
AC131235.1;9260;20655;-1,157406962;;;
BOLA3-AS1;9260;20655;-1,157406962;;;
EIF4A1P10;9260;20655;-1,157406962;;;
LINC01619;41011;91799;-1,162467516;;;
AC100858.2;7938;17786;-1,163894623;;;
AL157893.1;7938;17786;-1,163894623;;;
FAM81A;7938;17786;-1,163894623;;;
PFN1P1;7938;17786;-1,163894623;;;
USP27X-AS1;7938;17786;-1,163894623;;;
PLD4;301627;676441;-1,16519853;;;
PEAR1;38365;86061;-1,165568849;;;
COL6A2;739516;1660000;-1,166529975;;;
DUSP1;3140000;7050000;-1,166858698;;;
PACSIN1;88636;199088;-1,167441584;;;
NPM1P27;43657;98110;-1,168187197;;;
AL034379.1;21167;47621;-1,169781106;;;
AL845472.1;6615;14917;-1,173144359;;;
CYP2J2;6615;14917;-1,173144359;;;
FBXO36;6615;14917;-1,173144359;;;
PROCR;6615;14917;-1,173144359;;;
PRR4;6615;14917;-1,173144359;;;
TEDC2;6615;14917;-1,173144359;;;
PHLDA1;26459;59669;-1,173223062;;;
SPOCD1;33073;74586;-1,173250942;;;
DAB2;97897;220890;-1,173991552;;;
RASA4;38365;86635;-1,175159228;;;
ZNF589;473608;1070000;-1,175845441;;;
AC079250.1;18521;41883;-1,177202788;;;
BRD2;63500;144009;-1,18133048;;;
MYLK;34396;78029;-1,181769611;;;
AL035071.1;62178;141140;-1,182650798;;;
CD7;1350000;3070000;-1,185279248;;;
VIPR1;597963;1360000;-1,185478528;;;
AC027601.3;5292;12049;-1,187028449;;;
CATSPER2P1;5292;12049;-1,187028449;;;
OR7E38P;5292;12049;-1,187028449;;;
EML6;21167;48194;-1,187036736;;;
INSIG1-DT;21167;48194;-1,187036736;;;
TRGV2;15875;36146;-1,187079412;;;
ZNF595;71438;162943;-1,189603779;;;
MYOF;399524;911675;-1,190237444;;;
GIPC3;34396;78603;-1,192343576;;;
SPIN2B;29104;66554;-1,193307929;;;
CLIP2;185210;424569;-1,196837041;;;
AC004967.2;18521;42457;-1,196840439;;;
AC079331.2;9260;21228;-1,196884355;;;
DLX4;9260;21228;-1,196884355;;;
FBN2;119063;273101;-1,197709446;;;
PRAG1;63500;145730;-1,198469404;;;
COL6A3;22490;51637;-1,199121524;;;
AC244197.2;13229;30408;-1,20074692;;;
SCRN1;371742;855448;-1,202378465;;;
HOXB2;107157;246709;-1,20308425;;;
P2RY6;38365;88356;-1,203537352;;;
F13A1;1220000;2820000;-1,208814015;;;
AC008026.1;3969;9180;-1,209718591;;;
ARG2;3969;9180;-1,209718591;;;
CIART;3969;9180;-1,209718591;;;
CPS1;3969;9180;-1,209718591;;;
CYTL1;3969;9180;-1,209718591;;;
FAM167B;7938;18360;-1,209718591;;;
FAM192BP;3969;9180;-1,209718591;;;
GAS5-AS1;3969;9180;-1,209718591;;;
GRID2IP;3969;9180;-1,209718591;;;
HNRNPLP2;3969;9180;-1,209718591;;;
LRRFIP1P1;3969;9180;-1,209718591;;;
NIPA1;7938;18360;-1,209718591;;;
PARD3;7938;18360;-1,209718591;;;
PKIB;3969;9180;-1,209718591;;;
RASGRF1;3969;9180;-1,209718591;;;
RNY1;7938;18360;-1,209718591;;;
SPTLC3;3969;9180;-1,209718591;;;
STARD13;3969;9180;-1,209718591;;;
ZC3H11B;3969;9180;-1,209718591;;;
PLK2;15875;36719;-1,209770177;;;
LINC01891;11906;27540;-1,20983976;;;
SLC5A5;11906;27540;-1,20983976;;;
RPL6P27;80699;187613;-1,217137097;;;
LINC02432;91282;212284;-1,217593332;;;
RPS28P7;72761;169254;-1,217952653;;;
AC093591.1;25136;58522;-1,219223989;;;
AC009690.1;6615;15491;-1,227617217;;;
EMC1-AS1;6615;15491;-1,227617217;;;
SLC4A3;33073;77455;-1,227704457;;;
MGST1;115095;269658;-1,228305674;;;
ENHO;31750;74586;-1,232148266;;;
SCML1;82021;192777;-1,232867697;;;
EPHB3;9260;21802;-1,235376388;;;
LINC02298;9260;21802;-1,235376388;;;
TMEM231;9260;21802;-1,235376388;;;
ASIC3;58209;137124;-1,236166961;;;
MT-CO3;41200000;97100000;-1,236826958;;;
STX1A;51594;121633;-1,237259491;;;
DOC2GP;35719;84340;-1,239525331;;;
SIGLEC17P;67469;159500;-1,24125974;;;
PRXL2A;41011;96962;-1,241408535;;;
MTATP6P1;2350000;5560000;-1,242424126;;;
AL591846.1;121709;288018;-1,242723123;;;
ZNF542P;59532;141140;-1,245389647;;;
ZNF404;22490;53358;-1,24642093;;;
AC241585.2;27781;65980;-1,247930247;;;
GTF2H2;58209;138272;-1,248194903;;;
FADS2;96574;229497;-1,248768556;;;
LINC02446;115095;274248;-1,252655939;;;
MEG3;136261;324738;-1,252903515;;;
AC009159.3;5292;12622;-1,254055562;;;
AC009570.1;2646;6311;-1,254055562;;;
AC092745.4;7938;18933;-1,254055562;;;
AL356417.1;5292;12622;-1,254055562;;;
AL441883.1;5292;12622;-1,254055562;;;
AP002784.1;7938;18933;-1,254055562;;;
ARHGAP39;5292;12622;-1,254055562;;;
CASKIN2;5292;12622;-1,254055562;;;
CCDC26;5292;12622;-1,254055562;;;
EDN3;2646;6311;-1,254055562;;;
EIF3CL;2646;6311;-1,254055562;;;
FAM222A;5292;12622;-1,254055562;;;
IGFBP2;5292;12622;-1,254055562;;;
IGLC6;5292;12622;-1,254055562;;;
MIPEPP3;2646;6311;-1,254055562;;;
NANOGP4;2646;6311;-1,254055562;;;
NPTX1;5292;12622;-1,254055562;;;
RAB6B;5292;12622;-1,254055562;;;
RPL24P8;5292;12622;-1,254055562;;;
RPL32P2;2646;6311;-1,254055562;;;
SGCA;2646;6311;-1,254055562;;;
Z74021.1;7938;18933;-1,254055562;;;
NT5M;39688;94667;-1,254158741;;;
LILRB1;58209;138845;-1,254161086;;;
AC004846.1;15875;37867;-1,254184537;;;
CACNA1H;63500;151468;-1,254184537;;;
PPP1R14A;13229;31556;-1,254210332;;;
C3orf14;10583;25245;-1,254249026;;;
PRSS21;10583;25245;-1,254249026;;;
RPL7AP6;209022;499729;-1,257491145;;;
PKD1P3;17198;41309;-1,264215336;;;
WDR11-AS1;14552;34998;-1,266055032;;;
ZNF667;14552;34998;-1,266055032;;;
CTDSPL;50271;121059;-1,267912046;;;
DOCK7;59532;143435;-1,268659835;;;
ADGRG6;11906;28687;-1,268708304;;;
ICAM5;11906;28687;-1,268708304;;;
RPL26P19;18521;44752;-1,272790163;;;
TRBV4-1;18521;44752;-1,272790163;;;
AL122035.2;27781;67128;-1,272816128;;;
ZNF658;31750;76881;-1,27587051;;;
ZNF667-AS1;38365;92946;-1,276602024;;;
MTUS1;35719;86635;-1,278258292;;;
ADTRP;78053;189335;-1,27841514;;;
ABCG2;6615;16065;-1,280107919;;;
AC130650.2;6615;16065;-1,280107919;;;
AXL;6615;16065;-1,280107919;;;
GAS2L3;6615;16065;-1,280107919;;;
KLRK1-AS1;6615;16065;-1,280107919;;;
LRRC43;6615;16065;-1,280107919;;;
NGFR;6615;16065;-1,280107919;;;
PDCD6IPP2;6615;16065;-1,280107919;;;
GNA11;85990;208842;-1,28017108;;;
GNAI1;13229;32130;-1,280216971;;;
RPL23AP7;43657;106142;-1,281710738;;;
AC024293.1;60855;148025;-1,282393145;;;
FAM86C1P;30427;74013;-1,282426599;;;
SEMA6B;30427;74013;-1,282426599;;;
EMILIN1;17198;41883;-1,284123984;;;
FBLN2;48948;119338;-1,285731686;;;
ZNF286A;42334;103273;-1,286574405;;;
AL353796.1;10583;25818;-1,286628595;;;
DDIT4;351899;862907;-1,294043667;;;
ABHD1;7938;19507;-1,297144454;;;
ADAM20P1;7938;19507;-1,297144454;;;
KIF24;7938;19507;-1,297144454;;;
AC008892.1;3969;9754;-1,29721841;;;
AL390719.1;3969;9754;-1,29721841;;;
AP002813.1;3969;9754;-1,29721841;;;
BICC1;3969;9754;-1,29721841;;;
CACTIN-AS1;3969;9754;-1,29721841;;;
HCG18;3969;9754;-1,29721841;;;
HHLA2;3969;9754;-1,29721841;;;
SAMD1;3969;9754;-1,29721841;;;
AC133134.1;15875;39014;-1,29723533;;;
EDAR;60855;149746;-1,299069758;;;
HNRNPA1L2;44980;110732;-1,299716635;;;
ITGA2B;254002;625378;-1,299888611;;;
FOXRED2;26459;65407;-1,305686507;;;
DBH-AS1;63500;157205;-1,307818607;;;
AL080276.2;9260;22950;-1,309410055;;;
FRMD6;9260;22950;-1,309410055;;;
LMNA;326763;810697;-1,310918171;;;
PEG13;29104;72291;-1,312598599;;;
MPP6;70115;174417;-1,314745639;;;
AC020910.5;5292;13196;-1,318215716;;;
AC138028.2;5292;13196;-1,318215716;;;
AL031963.3;5292;13196;-1,318215716;;;
SFN;5292;13196;-1,318215716;;;
SLC18A1;5292;13196;-1,318215716;;;
AC017104.5;15875;39588;-1,318306592;;;
LAMC3;15875;39588;-1,318306592;;;
PTCH2;15875;39588;-1,318306592;;;
MMP2-AS1;10583;26392;-1,318352032;;;
NUDT12;10583;26392;-1,318352032;;;
EIF4A1;181241;452682;-1,320588586;;;
ANGPTL6;17198;43031;-1,323135568;;;
AL049873.1;11906;29835;-1,325316977;;;
SFRP5;11906;29835;-1,325316977;;;
MT-ND6;398201;1000000;-1,328431251;;;
IER3IP1;56886;142862;-1,328476679;;;
TRAV29DV5;50271;126797;-1,334722319;;;
EPHX1;66146;166959;-1,335768043;;;
TTLL11;22490;56800;-1,336607269;;;
CFAP53;7938;20081;-1,338983647;;;
MMD;191824;485385;-1,339346291;;;
BEX3;72761;184745;-1,344298043;;;
RPL18AP3;109803;278838;-1,344509713;;;
SRR;27781;70570;-1,344956479;;;
AC044849.1;9260;23523;-1,344987967;;;
AC087501.4;9260;23523;-1,344987967;;;
PRF1;2160000;5490000;-1,345774837;;;
UACA;21167;53932;-1,349324725;;;
NT5DC3;74084;188761;-1,349326819;;;
MAGIX;10583;26966;-1,349392884;;;
VIL1;10583;26966;-1,349392884;;;
CAVIN2;343961;877251;-1,350744693;;;
AC145207.5;25136;64259;-1,354143444;;;
ADM5;13229;33851;-1,355494443;;;
BRSK1;14552;37293;-1,35768741;;;
PTK7;44980;115322;-1,358312196;;;
TGFBI;2070000;5310000;-1,359081093;;;
KLRF1;169335;438338;-1,372163557;;;
AC002401.1;1323;3442;-1,379434036;;;
AC005165.2;1323;3442;-1,379434036;;;
AC006115.2;1323;3442;-1,379434036;;;
AC006213.7;1323;3442;-1,379434036;;;
AC006946.3;1323;3442;-1,379434036;;;
AC007240.3;1323;3442;-1,379434036;;;
AC007570.1;1323;3442;-1,379434036;;;
AC009118.2;1323;3442;-1,379434036;;;
AC009123.1;1323;3442;-1,379434036;;;
AC012615.6;1323;3442;-1,379434036;;;
AC022107.1;1323;3442;-1,379434036;;;
AC022364.1;1323;3442;-1,379434036;;;
AC022558.3;1323;3442;-1,379434036;;;
AC026462.1;1323;3442;-1,379434036;;;
AC067931.1;1323;3442;-1,379434036;;;
AC068880.4;1323;3442;-1,379434036;;;
AC073063.1;1323;3442;-1,379434036;;;
AC078795.3;1323;3442;-1,379434036;;;
AC079305.1;1323;3442;-1,379434036;;;
AC084876.1;1323;3442;-1,379434036;;;
AC106739.1;1323;3442;-1,379434036;;;
AC132008.1;1323;3442;-1,379434036;;;
ADGRL1;1323;3442;-1,379434036;;;
AL121890.2;1323;3442;-1,379434036;;;
AL136980.1;1323;3442;-1,379434036;;;
AL139099.1;1323;3442;-1,379434036;;;
AL499604.1;1323;3442;-1,379434036;;;
AL512603.2;1323;3442;-1,379434036;;;
AL589843.2;1323;3442;-1,379434036;;;
AL669831.7;1323;3442;-1,379434036;;;
ANKRD31;1323;3442;-1,379434036;;;
AP000580.1;1323;3442;-1,379434036;;;
AP001107.1;1323;3442;-1,379434036;;;
ARMC3;1323;3442;-1,379434036;;;
ARPC3P1;1323;3442;-1,379434036;;;
CCDC113;1323;3442;-1,379434036;;;
CCDC42;1323;3442;-1,379434036;;;
CHODL;1323;3442;-1,379434036;;;
CNDP1;1323;3442;-1,379434036;;;
COL15A1;1323;3442;-1,379434036;;;
CRYBB1;1323;3442;-1,379434036;;;
DBIL5P;1323;3442;-1,379434036;;;
DGUOK-AS1;1323;3442;-1,379434036;;;
FARP1;1323;3442;-1,379434036;;;
HUS1B;1323;3442;-1,379434036;;;
IQCH;1323;3442;-1,379434036;;;
KIF5C-AS1;1323;3442;-1,379434036;;;
KRT74;1323;3442;-1,379434036;;;
LINC01970;1323;3442;-1,379434036;;;
LINC02495;1323;3442;-1,379434036;;;
LINC02803;1323;3442;-1,379434036;;;
LRRC7;1323;3442;-1,379434036;;;
METTL27;1323;3442;-1,379434036;;;
NPBWR1;1323;3442;-1,379434036;;;
OR56B1;1323;3442;-1,379434036;;;
PHACTR3;1323;3442;-1,379434036;;;
PPP1R14C;1323;3442;-1,379434036;;;
RB1-DT;1323;3442;-1,379434036;;;
RHEBP2;1323;3442;-1,379434036;;;
RNU5A-1;1323;3442;-1,379434036;;;
RPL7AP11;1323;3442;-1,379434036;;;
SCN11A;1323;3442;-1,379434036;;;
SERHL2;1323;3442;-1,379434036;;;
SMG7-AS1;1323;3442;-1,379434036;;;
SNORA2A;1323;3442;-1,379434036;;;
SPAG4;1323;3442;-1,379434036;;;
SYCP2L;1323;3442;-1,379434036;;;
TGFBR3L;1323;3442;-1,379434036;;;
TMSB10P1;1323;3442;-1,379434036;;;
WDR38;1323;3442;-1,379434036;;;
ZNF852;1323;3442;-1,379434036;;;
AC005005.3;3969;10327;-1,379573744;;;
AC092718.6;3969;10327;-1,379573744;;;
AC113398.1;3969;10327;-1,379573744;;;
AL161644.1;3969;10327;-1,379573744;;;
AP003557.2;3969;10327;-1,379573744;;;
COLEC12;3969;10327;-1,379573744;;;
LINC01431;3969;10327;-1,379573744;;;
LINC02694;3969;10327;-1,379573744;;;
LNP1;3969;10327;-1,379573744;;;
PRG4;3969;10327;-1,379573744;;;
RAB7B;3969;10327;-1,379573744;;;
RN7SKP80;3969;10327;-1,379573744;;;
RPL7P23;3969;10327;-1,379573744;;;
RPS26P31;3969;10327;-1,379573744;;;
SLC7A9;3969;10327;-1,379573744;;;
SNTG2-AS1;3969;10327;-1,379573744;;;
AGAP2-AS1;6615;17212;-1,379601684;;;
KRT17P8;6615;17212;-1,379601684;;;
AC004921.1;2646;6885;-1,379643593;;;
AC006128.1;2646;6885;-1,379643593;;;
AC023282.1;2646;6885;-1,379643593;;;
AC027449.1;2646;6885;-1,379643593;;;
AC027601.1;5292;13770;-1,379643593;;;
AC036176.1;2646;6885;-1,379643593;;;
AC046176.1;2646;6885;-1,379643593;;;
AC084824.3;7938;20655;-1,379643593;;;
AC134312.5;2646;6885;-1,379643593;;;
AC138356.1;7938;20655;-1,379643593;;;
ADRB1;2646;6885;-1,379643593;;;
AL137786.1;2646;6885;-1,379643593;;;
AL160408.2;5292;13770;-1,379643593;;;
CGN;2646;6885;-1,379643593;;;
CHAD;2646;6885;-1,379643593;;;
CHRNA5;2646;6885;-1,379643593;;;
IGKV1-12;2646;6885;-1,379643593;;;
KLHL23;7938;20655;-1,379643593;;;
LRP2BP;2646;6885;-1,379643593;;;
LRRC70;2646;6885;-1,379643593;;;
ME1;5292;13770;-1,379643593;;;
MTCO1P40;2646;6885;-1,379643593;;;
NBPF2P;2646;6885;-1,379643593;;;
NMNAT2;2646;6885;-1,379643593;;;
NONOP2;2646;6885;-1,379643593;;;
PLIN1;5292;13770;-1,379643593;;;
PSMC1P1;5292;13770;-1,379643593;;;
RAG1;2646;6885;-1,379643593;;;
RASSF8;2646;6885;-1,379643593;;;
RBPMS2;5292;13770;-1,379643593;;;
RN7SL113P;2646;6885;-1,379643593;;;
RN7SL138P;2646;6885;-1,379643593;;;
XCR1;7938;20655;-1,379643593;;;
TMEM40;21167;55079;-1,379685556;;;
AC095057.3;22490;58522;-1,379695414;;;
SDC4;15875;41309;-1,379699544;;;
ZSCAN21;55563;144583;-1,379701529;;;
MZT1;37042;96389;-1,379706518;;;
TMEM38A;37042;96389;-1,379706518;;;
PALD1;14552;37867;-1,379723681;;;
SCOC-AS1;11906;30982;-1,379741479;;;
SFTPD;11906;30982;-1,379741479;;;
AC020656.1;10583;27540;-1,379779908;;;
C15orf62;10583;27540;-1,379779908;;;
SNORD14A;10583;27540;-1,379779908;;;
MT-CO2;32600000;85000000;-1,382590877;;;
SLC22A17;62178;162369;-1,384800098;;;
LINC00565;50271;131961;-1,392313323;;;
AL355987.4;19844;52210;-1,395623296;;;
FIRRE;15875;41883;-1,399608192;;;
MT-ND4L;5640000;14900000;-1,401545263;;;
SH3BGRL2;113772;300640;-1,401891427;;;
CA2;112449;297198;-1,402153576;;;
NRGN;1410000;3730000;-1,403480468;;;
SLC38A11;11906;31556;-1,406225543;;;
SPARC;478900;1270000;-1,407032156;;;
AL357143.1;41011;109011;-1,410390893;;;
INF2;620453;1650000;-1,411072191;;;
AL033519.3;18521;49342;-1,413654198;;;
TYW1B;37042;98684;-1,413654198;;;
AC097504.2;17198;45899;-1,416221922;;;
AHI1;51594;137698;-1,416232399;;;
DHCR7;59532;158926;-1,416617898;;;
AL512625.1;7938;21228;-1,419120986;;;
RGPD8;15875;42457;-1,419245843;;;
MT-ATP6;19700000;52800000;-1,4223423;;;
ADAM12;14552;39014;-1,422774473;;;
SUCLG2-AS1;6615;17786;-1,426929029;;;
CIB2;13229;35572;-1,427038081;;;
DDX47;30427;82045;-1,431063319;;;
FTH1P20;11906;32130;-1,432232181;;;
MLC1;164043;442928;-1,432998168;;;
RPL13AP5;161397;436043;-1,43385665;;;
XCL2;46302;126223;-1,446828401;;;
MEX3B;9260;25245;-1,446913579;;;
RASGRF2-AS1;9260;25245;-1,446913579;;;
GFRA2;26459;72291;-1,45005751;;;
UBE3D;13229;36146;-1,450131994;;;
SMOX;70115;192203;-1,45483583;;;
AC011912.1;7938;21802;-1,457613019;;;
AC024084.1;3969;10901;-1,457613019;;;
AC062029.1;3969;10901;-1,457613019;;;
AL355802.3;3969;10901;-1,457613019;;;
CD163L1;3969;10901;-1,457613019;;;
LRRC63;3969;10901;-1,457613019;;;
RPS7P3;3969;10901;-1,457613019;;;
TBC1D8-AS1;3969;10901;-1,457613019;;;
TRPM5;3969;10901;-1,457613019;;;
LINC01226;11906;32703;-1,457734188;;;
RPS3AP26;35719;98684;-1,466124503;;;
AL133444.1;10583;29261;-1,467230423;;;
SLC12A3;10583;29261;-1,467230423;;;
AP000547.3;47625;131961;-1,470320618;;;
ACTG1P3;6615;18360;-1,472752997;;;
ADAMTS2;6615;18360;-1,472752997;;;
KL;6615;18360;-1,472752997;;;
NEURL1B;6615;18360;-1,472752997;;;
ZBTB7C;6615;18360;-1,472752997;;;
IQSEC3;13229;36719;-1,472822759;;;
MAN1B1-DT;13229;36719;-1,472822759;;;
ALDH2;523879;1460000;-1,478662832;;;
HSPG2;54240;151468;-1,48158395;;;
ROBO3;149491;418831;-1,486309597;;;
CCT8P1;17198;48194;-1,486612747;;;
KRT73;68792;192777;-1,486620231;;;
LZTS3;44980;126223;-1,488619252;;;
VMO1;22490;63112;-1,488630682;;;
PTGFRN;27781;78029;-1,48991188;;;
LINC00989;33073;92946;-1,490738863;;;
HSBP1L1;76730;215727;-1,491344093;;;
MT-ND1;21200000;59700000;-1,493666667;;;
AF131215.5;5292;14917;-1,495072454;;;
DEPDC1B;5292;14917;-1,495072454;;;
LIM2;5292;14917;-1,495072454;;;
SPATA6L;5292;14917;-1,495072454;;;
AL365205.1;7938;22376;-1,495104691;;;
AC022007.1;2646;7459;-1,495169165;;;
AL162430.1;2646;7459;-1,495169165;;;
AL670729.3;2646;7459;-1,495169165;;;
SNORA5A;2646;7459;-1,495169165;;;
TRBJ2-2P;2646;7459;-1,495169165;;;
AC124944.2;10583;29835;-1,495257126;;;
MT-TP;34396;97536;-1,503694008;;;
AL591848.2;14552;41309;-1,505238688;;;
IFT22;14552;41309;-1,505238688;;;
LGMN;50271;142862;-1,506823931;;;
TMIGD2;96574;274822;-1,50879076;;;
ELF3;9260;26392;-1,511016584;;;
MYH10;9260;26392;-1,511016584;;;
NRSN2;9260;26392;-1,511016584;;;
RNF208;15875;45326;-1,513582258;;;
LRP1;3420000;9780000;-1,51583814;;;
RPS2P46;47625;136550;-1,519638316;;;
NOG;146845;421126;-1,519957806;;;
AC002075.2;3969;11475;-1,531646686;;;
AC107075.1;3969;11475;-1,531646686;;;
AC245049.1;7938;22950;-1,531646686;;;
AL512408.1;3969;11475;-1,531646686;;;
KLHL34;3969;11475;-1,531646686;;;
RPL23AP2;3969;11475;-1,531646686;;;
DNASE1L3;23813;68849;-1,531686315;;;
