GeneID;log2 FC;Grupo
AC007879.3;1,503215786;Sangue
AC008569.2;1,663904423;Sangue
AC008750.6;1,44061684;Sangue
AC008750.7;1,455127419;Sangue
AC008764.6;2,747432417;Sangue
AC008764.8;1,391537191;Sangue
AC008770.3;1,385518143;Sangue
AC008895.1;1,288487331;Sangue
AC008945.1;1,238575723;Sangue
AC008969.1;1,076241501;Sangue
AC009061.2;1,737184656;Sangue
AC009065.4;1,895623814;Sangue
AC009093.7;2,098322778;Sangue
AC009093.8;1,561323902;Sangue
AC009120.5;2,120899632;Sangue
AC009159.3;1,159024866;Sangue
AC009163.7;1,893965358;Sangue
AC009226.1;1,335415041;Sangue
AC009237.14;2,158399351;Sangue
AC009948.1;1,416254382;Sangue
AC009996.1;1,275063056;Sangue
AC010168.2;1,100968817;Sangue
AC010210.1;1,293419528;Sangue
AC010359.3;3,002688408;Sangue
AC010422.4;1,986196406;Sangue
AC010619.2;1,617275682;Sangue
AC010680.3;1,299823112;Sangue
AC011447.7;2,137378132;Sangue
AC011468.1;1,084532348;Sangue
AC011676.5;2,278416992;Sangue
AC011726.2;2,232699513;Sangue
AC011933.2;2,4048334;Sangue
AC011944.2;1,391991542;Sangue
AC012020.1;1,288701862;Sangue
AC012184.3;1,220605459;Sangue
AC012313.4;2,396454046;Sangue
AC012645.1;4,435495309;Sangue
AC012651.1;1,23367937;Sangue
AC013731.1;1,614813095;Sangue
AC015802.4;2,755580684;Sangue
AC015871.3;1,563128906;Sangue
AC015871.8;2,140112351;Sangue
AC016583.1;2,217533075;Sangue
AC016590.2;1,7512893;Sangue
AC017104.5;1,844942843;Sangue
AC017116.2;1,322280186;Sangue
AC018445.5;2,488321491;Sangue
AC018529.3;1,759692908;Sangue
AC018607.1;3,025427866;Sangue
AC018926.3;2,372090525;Sangue
AC019226.1;1,372480136;Sangue
AC020656.2;2,365857646;Sangue
AC020915.1;1,072754073;Sangue
AC020917.4;1,414662816;Sangue
AC020978.6;2,095495675;Sangue
AC021106.1;3,187390639;Sangue
AC021127.1;1,662572114;Sangue
AC021205.3;1,640496472;Sangue
AC021321.1;2,246030402;Sangue
AC021683.5;2,313428768;Sangue
AC022182.1;1,842925545;Sangue
AC022364.1;1,046583961;Sangue
AC022506.2;2,544968049;Sangue
AC022762.2;3,043766664;Sangue
AC022916.3;1,928990089;Sangue
AC023157.2;1,569930393;Sangue
AC023355.1;1,748277268;Sangue
AC023830.3;1,181479282;Sangue
AC023908.3;2,654754921;Sangue
AC024257.3;2,392029305;Sangue
AC024270.4;1,784746175;Sangue
AC024575.1;1,017679849;Sangue
AC025162.2;2,35060834;Sangue
AC025287.3;1,7385866;Sangue
AC026362.1;1,56379996;Sangue
AC026471.1;1,290743242;Sangue
AC027607.1;1,285719287;Sangue
AC027682.4;1,270105121;Sangue
AC027682.7;2,54917108;Sangue
AC035139.1;1,661177429;Sangue
AC040934.1;1,268369887;Sangue
AC055839.1;1,961060692;Sangue
AC060766.4;1,344043699;Sangue
AC060780.1;1,403581844;Sangue
AC063977.1;3,02699942;Sangue
AC063977.2;2,167226812;Sangue
AC068205.2;3,514922608;Sangue
AC068620.2;1,845194417;Sangue
AC068669.1;1,256043969;Sangue
AC069528.2;1,64498592;Sangue
AC073195.1;1,46642998;Sangue
AC073343.2;1,184571383;Sangue
AC073476.2;2,055374981;Sangue
AC073842.2;1,423292784;Sangue
AC079174.2;1,221944972;Sangue
AC079610.1;1,592849977;Sangue
AC079921.2;1,543039828;Sangue
AC080013.1;1,147912906;Sangue
AC084824.4;1,023902185;Sangue
AC087284.1;2,518436456;Sangue
AC087289.1;1,084898783;Sangue
AC087741.3;2,705648507;Sangue
AC090114.3;1,543973607;Sangue
AC091180.4;1,625414345;Sangue
AC091180.5;1,361857384;Sangue
AC091181.1;1,49699781;Sangue
AC092053.5;1,340659358;Sangue
AC092070.2;1,44214911;Sangue
AC092117.1;1,367191242;Sangue
AC092127.1;1,3674748;Sangue
AC092139.2;1,476556481;Sangue
AC092145.1;4,501472139;Sangue
AC092329.4;1,069139382;Sangue
AC092428.1;1,305007911;Sangue
AC092490.1;3,869317876;Sangue
AC092653.2;1,942203357;Sangue
AC092910.3;2,125897297;Sangue
AC093010.1;1,132795246;Sangue
AC093297.2;1,241098201;Sangue
AC093827.4;1,329248564;Sangue
AC097534.1;2,303647002;Sangue
AC099343.2;3,275119543;Sangue
AC099521.2;2,713732397;Sangue
AC099524.1;2,027285182;Sangue
AC099791.2;1,495918802;Sangue
AC103858.3;2,963048651;Sangue
AC104447.1;1,426928412;Sangue
AC104530.1;1,768648005;Sangue
AC105339.2;1,613124859;Sangue
AC106028.3;2,720914748;Sangue
AC106037.2;2,648939339;Sangue
AC106782.4;1,506921664;Sangue
AC108134.3;1,395744801;Sangue
AC108471.2;1,008005117;Sangue
AC108479.1;1,632321012;Sangue
AC108704.2;2,097169062;Sangue
AC110048.2;1,332911773;Sangue
AC112484.1;1,335762272;Sangue
AC112484.5;2,521038898;Sangue
AC112496.1;3,270897445;Sangue
AC116353.6;1,598981248;Sangue
AC118344.2;1,45825997;Sangue
AC120053.1;1,753882558;Sangue
AC120114.3;1,841160547;Sangue
AC124319.3;3,714978044;Sangue
AC127070.4;1,178257692;Sangue
AC127521.1;1,440882972;Sangue
AC129492.1;1,192559062;Sangue
AC130456.3;4,635675094;Sangue
AC131009.4;1,892341325;Sangue
AC132938.5;1,868417037;Sangue
AC137630.4;1,235893653;Sangue
AC138035.1;2,218724417;Sangue
AC139530.3;2,501372538;Sangue
AC145423.2;1,982581385;Sangue
AC211476.6;1,529742422;Sangue
AC215522.2;2,610989398;Sangue
AC231981.1;2,737879328;Sangue
AC244502.1;2,279779382;Sangue
ACSS3;3,831857412;Sangue
ACTN4P1;1,175870837;Sangue
ACTR3;1,017136235;Sangue
ADAM8;1,138599203;Sangue
ADAMTSL4-AS1;3,260739133;Sangue
ADGRG3;2,630064068;Sangue
ADIPOR1;1,286004928;Sangue
ADORA3;3,492592612;Sangue
ADRB2;1,596210251;Sangue
AL008729.1;1,643406973;Sangue
AL021707.3;1,20462533;Sangue
AL021707.6;1,557538153;Sangue
AL022316.1;2,89899578;Sangue
AL024498.1;1,072469638;Sangue
AL031123.1;1,763215536;Sangue
AL031283.1;1,259085035;Sangue
AL031432.4;3,343166228;Sangue
AL033528.2;1,11804923;Sangue
AL034417.4;1,303433415;Sangue
AL078581.1;1,439252998;Sangue
AL096865.1;1,348074967;Sangue
AL109741.1;1,1081793;Sangue
AL109809.4;2,697696537;Sangue
AL118508.2;1,447347849;Sangue
AL121753.1;1,565485126;Sangue
AL121845.3;2,78513226;Sangue
AL121890.4;1,499458475;Sangue
AL121933.2;1,396303707;Sangue
AL133215.1;1,629979848;Sangue
AL133243.4;1,443272556;Sangue
AL133367.1;1,34045836;Sangue
AL133371.2;1,510797117;Sangue
AL135818.1;2,038701363;Sangue
AL137003.1;1,092656248;Sangue
AL138895.1;1,581226065;Sangue
AL138963.1;2,024290979;Sangue
AL157392.3;1,48178085;Sangue
AL157871.5;1,878860006;Sangue
AL158212.2;1,325692741;Sangue
AL160272.1;1,973963231;Sangue
AL162377.3;2,465575212;Sangue
AL162431.1;1,054226388;Sangue
AL353708.3;2,477122576;Sangue
AL353759.1;1,691259872;Sangue
AL353804.1;1,22487139;Sangue
AL354696.2;1,356277529;Sangue
AL354718.1;1,545966194;Sangue
AL355076.3;1,795787165;Sangue
AL355297.3;1,065406996;Sangue
AL355816.1;2,191442798;Sangue
AL356356.1;1,011206614;Sangue
AL357033.3;1,134756989;Sangue
AL357079.3;1,619083459;Sangue
AL358472.2;1,414859637;Sangue
AL359762.3;2,195796281;Sangue
AL390066.1;1,226750338;Sangue
AL391903.1;1,200903163;Sangue
AL442125.1;2,369906255;Sangue
AL442128.2;2,430539225;Sangue
AL512306.3;1,183091719;Sangue
AL513320.1;3,651259336;Sangue
AL513534.1;1,145371049;Sangue
AL590326.1;1,979384978;Sangue
AL592078.1;2,958486496;Sangue
AL592295.6;1,146252328;Sangue
AL606760.2;1,307726132;Sangue
AL627309.5;2,537905434;Sangue
AL627309.6;1,802800833;Sangue
AL627309.7;1,709757686;Sangue
AL683842.1;1,738755523;Sangue
AL731563.3;2,088818218;Sangue
AL731569.1;1,926805912;Sangue
AL731577.2;1,413867163;Sangue
AL732372.2;1,946987616;Sangue
AL732509.1;1,539507913;Sangue
ALOX12P2;1,116308491;Sangue
ALOX15;7,345495964;Sangue
AMN1;1,30500098;Sangue
AMPD3;1,268369542;Sangue
AMT;2,015146116;Sangue
ANKRD44-IT1;2,116864241;Sangue
AOAH-IT1;2,336200508;Sangue
AOC2;3,779867759;Sangue
AOC3;4,613511011;Sangue
AP000346.1;1,005479973;Sangue
AP000347.1;1,040882696;Sangue
AP000640.1;1,730903126;Sangue
AP000692.1;2,684865373;Sangue
AP000763.3;2,081349293;Sangue
AP000769.1;1,205432955;Sangue
AP000845.1;1,998070286;Sangue
AP000873.1;1,913086582;Sangue
AP000926.2;1,207859645;Sangue
AP000977.1;1,690145783;Sangue
AP001273.1;2,000874439;Sangue
AP001453.3;1,174370906;Sangue
AP001469.3;1,703383812;Sangue
AP002381.2;4,981812709;Sangue
AP002907.1;4,317315832;Sangue
AP003108.2;1,55851233;Sangue
AP006621.2;2,339942228;Sangue
APAF1;1,474820554;Sangue
APOBEC3D;1,509117183;Sangue
APOL2;1,193786267;Sangue
ARAP3;2,647246788;Sangue
ARFIP1;1,711267609;Sangue
ARHGEF2-AS2;2,763615169;Sangue
ARMT1;1,437386628;Sangue
ARRDC3;1,719187386;Sangue
ARSG;1,162333497;Sangue
ATE1-AS1;1,884564133;Sangue
ATG16L2;1,92718801;Sangue
ATP2A1;1,121817524;Sangue
ATP7A;1,370654712;Sangue
AVIL;3,848756166;Sangue
B3GALT2;2,493743493;Sangue
BACE1-AS;1,289724187;Sangue
BACH1-IT1;1,328820933;Sangue
BAG6;1,332590149;Sangue
BAZ2B;1,39042749;Sangue
BBOF1;1,25620817;Sangue
BBS1;1,636452777;Sangue
BBS10;2,40955396;Sangue
BBS12;1,216801416;Sangue
BCDIN3D;1,10956401;Sangue
BCL2L1-AS1;1,571736215;Sangue
BCL6;1,429954847;Sangue
BEND7;2,802734486;Sangue
BEST1;2,547704987;Sangue
BOD1L1;1,054153945;Sangue
BORCS8;1,276601604;Sangue
BRCA1;1,685264101;Sangue
BRCA1P1;2,092362526;Sangue
BRD8;1,098758244;Sangue
BTBD10;1,26258759;Sangue
BTBD6P1;2,512498702;Sangue
BTLA;1,238833675;Sangue
BX640514.2;2,161611652;Sangue
C11orf54;1,411949941;Sangue
C11orf65;1,665987684;Sangue
C12orf60;1,813589816;Sangue
C15orf40;1,0585871;Sangue
C16orf54;1,43101321;Sangue
C17orf80;1,165227709;Sangue
C18orf32;1,275865871;Sangue
C18orf54;1,472938031;Sangue
C1orf220;2,010496822;Sangue
C5AR2;2,879271519;Sangue
C5orf34;1,340960292;Sangue
C5orf51;1,161769432;Sangue
C9orf139;1,742665653;Sangue
C9orf40;1,625968458;Sangue
C9orf64;1,411575227;Sangue
CA15P1;2,770361583;Sangue
CACNA1E;3,840125502;Sangue
CACNG8;2,608674096;Sangue
CALML4;2,559273941;Sangue
CAMTA1-DT;1,767594833;Sangue
CAPN10-DT;2,00969512;Sangue
CARD8;1,584114106;Sangue
CARD8-AS1;1,535286978;Sangue
CAT;1,610227797;Sangue
CCDC121;2,727595043;Sangue
CCDC125;2,14684665;Sangue
CCDC126;1,104468877;Sangue
CCDC142;1,209940883;Sangue
CCDC170;1,222309958;Sangue
CCDC62;1,63483685;Sangue
CCR5;1,259329925;Sangue
CD200R1;1,411957514;Sangue
CD274;1,198779458;Sangue
CD2BP2-DT;2,364153652;Sangue
CD46;1,719688152;Sangue
CDH26;1,006419441;Sangue
CDKN2B;1,316422163;Sangue
CEACAM1;3,18600851;Sangue
CEACAM3;4,431266551;Sangue
CEBPE;2,473606749;Sangue
CENPBD1;1,041052172;Sangue
CEP295NL;2,082361532;Sangue
CEP63;1,713423218;Sangue
CFAP58;3,012145826;Sangue
CHRNA10;1,466231104;Sangue
CHTF8;1,465451502;Sangue
CISH;1,530120445;Sangue
CKLF;2,047144936;Sangue
CLC;2,274360416;Sangue
CLDN12;1,594459165;Sangue
CNIH3;1,434790263;Sangue
CNR2;1,213886991;Sangue
CNTNAP3;4,439353587;Sangue
COL7A1;1,218167502;Sangue
CR786580.1;2,27559986;Sangue
CREB5;2,298507256;Sangue
CRLF3;1,115457;Sangue
CROCCP3;1,07834499;Sangue
CRTAM;1,202373815;Sangue
CSAD;1,07084828;Sangue
CSF1;1,878929662;Sangue
CSF3R;2,462990471;Sangue
CX3CR1;1,703249366;Sangue
CYP4F12;3,280848944;Sangue
CYP4F3;5,014461543;Sangue
DAPK2;3,379326583;Sangue
DBN1;1,049279825;Sangue
DCAF12;2,230967625;Sangue
DDIAS;1,76578385;Sangue
DENND2D;1,09762489;Sangue
DEPDC7;1,588260199;Sangue
DHDDS-AS1;1,134409347;Sangue
DHFR2;1,411852167;Sangue
DHTKD1;1,159794202;Sangue
DHX34;2,044643967;Sangue
DLEU2;1,566562187;Sangue
DMTN;1,310154388;Sangue
DNAJB4;1,067096296;Sangue
DNAJC3-DT;2,721178611;Sangue
DNASE1L2;1,827275776;Sangue
DOCK4;2,283877284;Sangue
DOCK5;1,865946281;Sangue
DOCK8-AS1;1,529998157;Sangue
DPEP2;1,418880496;Sangue
DPEP3;2,692292316;Sangue
DRAIC;3,779605189;Sangue
DTX3L;1,079230356;Sangue
DUSP18;1,388626251;Sangue
DUX4L50;2,11700562;Sangue
DYRK3;1,189024801;Sangue
EFCAB8;1,678050131;Sangue
EFNA3;1,237307099;Sangue
EIF4A2P1;1,332267344;Sangue
ELMOD2;1,076234445;Sangue
ELOVL5;1,229943532;Sangue
ENTPD1;1,405678406;Sangue
EPB42;2,015461446;Sangue
EPHB1;3,007858551;Sangue
EPN2;1,363786875;Sangue
ERI2;1,203383022;Sangue
ESPN;2,09926517;Sangue
EXOSC3;1,173143177;Sangue
FAM122A;1,003862594;Sangue
FAM126B;1,276912871;Sangue
FAM13A-AS1;1,026920083;Sangue
FAM157A;2,990271983;Sangue
FAM157B;2,673370618;Sangue
FAM157C;2,284103297;Sangue
FAM185BP;1,221079478;Sangue
FAM200B;1,371834397;Sangue
FAM43A;2,12243938;Sangue
FAM71F2;1,198953174;Sangue
FAM8A1;1,555612344;Sangue
FANCF;1,115480552;Sangue
FAR2;1,298389236;Sangue
FASLG;1,596211197;Sangue
FBXO48;1,334138285;Sangue
FCGR1B;1,605332978;Sangue
FCGR3B;5,389083624;Sangue
FCHO2;1,460505265;Sangue
FFAR2;2,759716847;Sangue
FGL2;1,350987002;Sangue
FHDC1;3,652369402;Sangue
FIGNL2;1,892569823;Sangue
FKBP8;1,765527587;Sangue
FLCN;1,138180245;Sangue
FLT3LG;1,181894899;Sangue
FPGT;1,079385583;Sangue
FRAT1;1,944341707;Sangue
FRRS1;1,240224547;Sangue
FRY;1,2461941;Sangue
GAB1;1,273082081;Sangue
GALNT14;2,912684364;Sangue
GALNT3;1,090349109;Sangue
GALNT7;1,230771516;Sangue
GAPT;2,083563162;Sangue
GATA1;2,413389478;Sangue
GBP1;1,246599054;Sangue
GEMIN6;1,001006399;Sangue
GHRL;2,350568986;Sangue
GIMAP1;1,076664652;Sangue
GIMAP4;1,340780081;Sangue
GIMAP8;1,530342847;Sangue
GIN1;1,819438089;Sangue
GK;2,086074394;Sangue
GMCL1;1,046994562;Sangue
GOLPH3L;1,290741907;Sangue
GPLD1;1,085966825;Sangue
GPR141;1,246823966;Sangue
GPR155;1,277150238;Sangue
GPR18;1,330991516;Sangue
GPR199P;1,348302705;Sangue
GPR25;1,259163699;Sangue
GPR34;2,013098;Sangue
GRAMD1C;3,611657442;Sangue
GSKIP;1,189003461;Sangue
GTF2E1;1,101284106;Sangue
GTSE1-DT;1,969960028;Sangue
GVQW3;1,079521089;Sangue
GYPE;1,122058619;Sangue
H2BC18;3,750170232;Sangue
H2BC19P;2,514841207;Sangue
H2BC20P;1,890835246;Sangue
H3-3A-DT;3,467260276;Sangue
HBA2;2,808178763;Sangue
HBB;3,758577183;Sangue
HBM;1,876369267;Sangue
HEATR5A;1,275439625;Sangue
HERC3;1,256096632;Sangue
HILPDA;1,039022967;Sangue
HMGB1P31;1,728018324;Sangue
HMGCR;1,191348965;Sangue
HNRNPH1P1;1,933927913;Sangue
HOMEZ;1,413477327;Sangue
HS3ST1;1,865173296;Sangue
HSDL2;1,618521546;Sangue
HSPA6;3,410203315;Sangue
HSPE1P18;1,212349564;Sangue
HVCN1;1,260575099;Sangue
IDO1;3,768006413;Sangue
IFIT5;1,071502301;Sangue
IGIP;1,444788524;Sangue
IL10RB;1,627437632;Sangue
IL1R2;2,850063218;Sangue
IL1RAP;1,601211845;Sangue
IL5RA;4,135687366;Sangue
INKA2;3,327621053;Sangue
IRAG1;3,232755819;Sangue
IRAG2;1,314542164;Sangue
IRF2;1,536720138;Sangue
ISL2;2,888344594;Sangue
ITGAD;1,624237378;Sangue
ITPKB-IT1;1,939347187;Sangue
JAML;1,733973484;Sangue
JPX;1,010921643;Sangue
JRK;1,154490963;Sangue
JRKL;1,210758391;Sangue
KBTBD6;2,142946001;Sangue
KBTBD7;2,622041085;Sangue
KCNE1;1,842221371;Sangue
KCNJ2;2,504656851;Sangue
KHDRBS3;2,056878927;Sangue
KIAA0319;3,949489124;Sangue
KIAA1614-AS1;1,365103274;Sangue
KIAA1841;1,023880054;Sangue
KIF27;1,937795284;Sangue
KLF1;1,92518246;Sangue
KLRK1;1,298027181;Sangue
KNOP1;1,105101844;Sangue
KRCC1;1,486985272;Sangue
KRT8P12;1,546623318;Sangue
LACTB2;1,119180739;Sangue
LAX1;1,026820974;Sangue
LBR;1,497549181;Sangue
LCMT2;1,151521155;Sangue
LETM2;1,903464777;Sangue
LFNG;1,157812222;Sangue
LGALS8-AS1;1,287642187;Sangue
LILRB3;1,322897518;Sangue
LIMA1;1,163967726;Sangue
LIMD1-AS1;1,776545154;Sangue
LIME1;1,058123948;Sangue
LINC00324;1,045460297;Sangue
LINC00638;1,706136179;Sangue
LINC00659;1,407391085;Sangue
LINC00861;1,194989567;Sangue
LINC00896;1,794382979;Sangue
LINC00899;1,178223598;Sangue
LINC00910;1,30313267;Sangue
LINC00921;2,102332786;Sangue
LINC01002;2,013211394;Sangue
LINC01004;1,260875537;Sangue
LINC01232;1,474806448;Sangue
LINC01359;3,867252021;Sangue
LINC01410;1,966219911;Sangue
LINC01513;2,746513677;Sangue
LINC01801;1,279246389;Sangue
LINC01814;2,915834264;Sangue
LINC01819;1,314492801;Sangue
LINC02062;1,063569089;Sangue
LINC02158;2,672615473;Sangue
LINC02649;1,848332669;Sangue
LINC02656;1,463355164;Sangue
LINC02680;2,484365142;Sangue
LINC02724;1,035278395;Sangue
LINC02846;1,009796691;Sangue
LINC02863;5,089456286;Sangue
LIPN;1,287163608;Sangue
LPAR5;1,414929478;Sangue
LPGAT1;1,039941723;Sangue
LPL;1,881897798;Sangue
LRIF1;2,145130725;Sangue
LRRC61;1,27352078;Sangue
LRRK2-DT;3,001939193;Sangue
LRRN1;2,284121678;Sangue
LRWD1;1,575188493;Sangue
LUCAT1;4,940449649;Sangue
LUNAR1;3,972635078;Sangue
LYST;1,076312717;Sangue
MAK;2,741465593;Sangue
MAP1LC3A;1,249398695;Sangue
MAP7;2,654034536;Sangue
MARCHF7;1,161926326;Sangue
MBD6;1,216243279;Sangue
MCM3AP-AS1;1,198578242;Sangue
MED20;1,010336655;Sangue
MED25;1,065004955;Sangue
MED31;1,287172845;Sangue
MEF2C-AS1;1,234291094;Sangue
MFAP1;1,167005913;Sangue
MFAP3;1,133315386;Sangue
MFSD4B;1,308503741;Sangue
MGAM;4,190185038;Sangue
MGC16275;1,006990374;Sangue
MGME1;1,011866809;Sangue
MIR223HG;3,318807389;Sangue
MIR29B2CHG;2,34795955;Sangue
MIR3174;2,635626189;Sangue
MIR3176;1,881754978;Sangue
MIR320E;2,124349236;Sangue
MIR342;1,767740836;Sangue
MIR3605;2,682084498;Sangue
MIR3609;2,150051165;Sangue
MIR4518;2,588702568;Sangue
MIR6753;1,4826769;Sangue
MIR6813;2,122084639;Sangue
MIR6819;1,253203407;Sangue
MIR7848;1,263065616;Sangue
MIRLET7BHG;2,438292421;Sangue
MLYCD;1,002562699;Sangue
MMACHC;2,106335953;Sangue
MOCS3;1,375449276;Sangue
MOSPD2;2,135946563;Sangue
MPZ;1,499506788;Sangue
MTFMT;1,147606839;Sangue
MTG2;1,138709278;Sangue
MTMR10;2,254225375;Sangue
MYBPC3;1,31280588;Sangue
MYL4;3,514467487;Sangue
N6AMT1;1,041413557;Sangue
NABP1;2,646832728;Sangue
NALT1;1,057857906;Sangue
NAT1;1,156439041;Sangue
NBPF1;1,046583435;Sangue
NBPF19;1,885622805;Sangue
NCF1;1,997851533;Sangue
NCF1B;2,100029963;Sangue
NCK1-DT;1,033720775;Sangue
NECAB2;3,711850281;Sangue
NFE2;2,334825254;Sangue
NHLRC4;1,099548158;Sangue
NHS;1,16982618;Sangue
NHSL2;2,001830903;Sangue
NIFK-AS1;1,271488214;Sangue
NLRC4;1,451574158;Sangue
NOTCH1;1,133897156;Sangue
NPB;1,745910617;Sangue
NT5C2;1,147709088;Sangue
NUAK2;1,471736756;Sangue
NUDT7;1,452943309;Sangue
OLFM2;2,34061335;Sangue
OLIG1;1,330191634;Sangue
OMA1;1,027407119;Sangue
OR52K1;3,088977532;Sangue
OR52K3P;1,666826722;Sangue
ORAI3;1,064387748;Sangue
OSER1-DT;1,251641347;Sangue
P2RX6;1,537241432;Sangue
P2RY13;2,67451997;Sangue
P2RY14;2,121434829;Sangue
PADI2;1,509635805;Sangue
PAGE2B;2,541350081;Sangue
PAN3-AS1;2,009568769;Sangue
PANK2-AS1;1,657667409;Sangue
PAQR8;1,740057832;Sangue
PARS2;2,314238189;Sangue
PDE4DIPP6;1,335730521;Sangue
PDLIM1P4;2,068288778;Sangue
PDZD3;1,586891412;Sangue
PEX11A;1,332156443;Sangue
PEX12;1,843504799;Sangue
PGAM1P8;1,176079743;Sangue
PGBD2;1,364262575;Sangue
PGM2;1,527992131;Sangue
PHF23;1,234266747;Sangue
PHOSPHO1;3,942657735;Sangue
PIGM;1,208795035;Sangue
PIGV;1,316593609;Sangue
PIK3R6;1,240960129;Sangue
PISD;1,717680234;Sangue
PKN2;1,219734066;Sangue
PLA2G4A;1,165599313;Sangue
PLBD1-AS1;1,489157084;Sangue
PLEKHG3;1,723268338;Sangue
POP1;1,297669268;Sangue
PPCDC;1,393730396;Sangue
PPIAP29;2,39357702;Sangue
PPIAP4;1,686626007;Sangue
PPM1F;1,159560445;Sangue
PPP1R3D;1,825764127;Sangue
PREPL;1,11996736;Sangue
PRKAR1A;1,039654323;Sangue
PROCA1;1,05947202;Sangue
PRSS33;5,312454158;Sangue
PSMA8;1,368164017;Sangue
PTGDR2;2,160817956;Sangue
PTPRN2;1,310000005;Sangue
RAB24;1,15684436;Sangue
RAB30-DT;1,507339113;Sangue
RAB33B;1,578072447;Sangue
RAB36;1,855630703;Sangue
RAD9B;1,353151575;Sangue
RBBP5;1,235238704;Sangue
RBM12B;1,254410993;Sangue
RCBTB2;1,175978117;Sangue
RCN3;1,609813253;Sangue
RERE-AS1;2,222823177;Sangue
RGL3;3,229175126;Sangue
RIMBP3;2,42246298;Sangue
RMI1;1,823794264;Sangue
RN7SL172P;1,684246986;Sangue
RN7SL535P;2,173307221;Sangue
RNASEL;2,468813314;Sangue
RNF157-AS1;1,231071292;Sangue
RNY1;1,734144493;Sangue
RPGR;1,166765739;Sangue
RPGRIP1;2,48315741;Sangue
RPL32P3;1,182564328;Sangue
RPL4P7;2,181575239;Sangue
RPS12P26;1,848378936;Sangue
RPS12P27;1,988032675;Sangue
RPS6KA5;1,441646608;Sangue
RSAD2;1,271071613;Sangue
RSRP1;1,074152756;Sangue
SAMD9;1,248487073;Sangue
SAMD9L;1,117619664;Sangue
SAP30L-AS1;2,44906543;Sangue
SATB2-AS1;1,879508739;Sangue
SCARNA9;2,009540125;Sangue
SIRPB2;1,609585965;Sangue
SIRT4;1,655900225;Sangue
SLC15A4;1,196437635;Sangue
SLC16A13;1,670227279;Sangue
SLC25A37;2,892188059;Sangue
SLC25A39;1,470718883;Sangue
SLC29A1;1,269027383;Sangue
SLC35A5;1,285079632;Sangue
SLC35B3;1,099342493;Sangue
SLC35E3;1,090732302;Sangue
SLC45A4;2,849275483;Sangue
SLC6A8;1,885627943;Sangue
SLC7A9;1,696679179;Sangue
SLC9A3;1,482180955;Sangue
SLCO4C1;1,464606693;Sangue
SLFNL1;1,294936368;Sangue
SMPD3;1,532332676;Sangue
SMPDL3B;1,543215927;Sangue
SNAI3-AS1;1,272924184;Sangue
SNAPC3;1,154650226;Sangue
SNHG22;3,377449863;Sangue
SNORA77;2,240009909;Sangue
SNORD17;1,314894503;Sangue
SORD;1,227038701;Sangue
SORL1;1,369616501;Sangue
SP110;1,118153963;Sangue
SPACA6;1,969500799;Sangue
SPAG1;1,179964051;Sangue
SPATA25;1,63965619;Sangue
SRPK2;1,064017512;Sangue
ST20;3,352440752;Sangue
ST20-MTHFS;2,509654439;Sangue
ST6GALNAC4P1;1,137566951;Sangue
STAM2;1,110944329;Sangue
STEAP4;3,711507124;Sangue
STK38L;1,076939392;Sangue
STX7;1,319606379;Sangue
SUPT20H;1,036333027;Sangue
SUV39H2-DT;1,032079368;Sangue
TAGAP;1,463792322;Sangue
TASL;1,499090408;Sangue
TCEANC2;1,280058222;Sangue
TCP11L2;1,291355553;Sangue
TDP2;1,285514699;Sangue
THAP5;1,303563331;Sangue
THBS4;2,229604438;Sangue
THNSL1;1,453368654;Sangue
TIAF1;1,081136398;Sangue
TIAM2;1,489443147;Sangue
TIFAB;1,511043464;Sangue
TIGD3;3,203191515;Sangue
TIGD7;1,441924093;Sangue
TIRAP;1,084206628;Sangue
TLR1;1,59388391;Sangue
TLR10;2,446899072;Sangue
TLR3;1,102507566;Sangue
TLR6;2,382584795;Sangue
TLR8;1,672533106;Sangue
TMBIM4;1,266728825;Sangue
TMED2-DT;1,016466111;Sangue
TMEM169;2,199354013;Sangue
TMEM234;1,168182966;Sangue
TMEM250;1,001849825;Sangue
TMEM273;1,564044679;Sangue
TMEM60;1,437198555;Sangue
TMEM71;1,36110184;Sangue
TMEM79;1,243322494;Sangue
TMOD1;1,521937615;Sangue
TMOD4;1,531362564;Sangue
TNFAIP1;1,005680309;Sangue
TNFAIP8L2;1,891114616;Sangue
TNFSF10;1,718871568;Sangue
TNFSF15;1,277126095;Sangue
TNS1;1,309054897;Sangue
TOB1-AS1;1,368989968;Sangue
TOPORS;1,444424543;Sangue
TOR1AIP1;1,137825803;Sangue
TPTEP2;2,482089511;Sangue
TRAJ18;2,189868965;Sangue
TRAJ25;2,757837263;Sangue
TRAJ33;2,534414814;Sangue
TRAJ35;1,68630629;Sangue
TRAJ36;1,298523025;Sangue
TRAJ37;1,891577742;Sangue
TRAJ42;2,607332413;Sangue
TRAJ9;1,375657691;Sangue
TRANK1;1,383818769;Sangue
TRAPPC5;1,639348646;Sangue
TRAV22;1,393689256;Sangue
TRBJ1-4;1,860601292;Sangue
TRDJ3;1,158344137;Sangue
TRGV2;2,531864944;Sangue
TRGV3;1,061864398;Sangue
TRGV8;1,234354399;Sangue
TRIM21;1,605710698;Sangue
TRIM25;1,222425361;Sangue
TRIM56;1,049010924;Sangue
TRMT1L;1,596642201;Sangue
TRPM6;3,70534987;Sangue
TSNAX;1,071269892;Sangue
TSPAN2;1,737085698;Sangue
