GeneID;log2 FC;Grupo
SNORD89;1,008842249;Sangue
PARM1;1,008215643;Sangue
TRIM56;1,006694653;Sangue
MBD6;1,005759269;Sangue
LPGAT1;1,005713651;Sangue
CYTH4;1,005304032;Sangue
FHL3;1,005158654;Sangue
PGS1;1,004186848;Sangue
S1PR4;1,003852325;Sangue
MIR3176;1,003657854;Sangue
SRP54-AS1;1,003657854;Sangue
AC244669.1;1,001752509;Sangue
BBOF1;1,001752509;Sangue
COL18A1;1;Sangue
ECE1;1;Sangue
EVI2A;1;Sangue
OGFRL1;1;Sangue
RAB3D;1;Sangue
MT-RNR2;-1;Sangue
AC022400.6;-1,002428783;Sangue
ESAM;-1,002836347;Sangue
CPAMD8;-1,004189896;Sangue
AC108673.3;-1,004219803;Sangue
KIF28P;-1,004219803;Sangue
PITPNM2;-1,005193393;Sangue
SCNN1D;-1,007342349;Sangue
AC004877.2;-1,007761627;Sangue
AC012358.2;-1,007761627;Sangue
RPS10P3;-1,007761627;Sangue
ZNF835;-1,007761627;Sangue
AC010969.2;-1,009742862;Sangue
ASIC1;-1,009742862;Sangue
CMTM4;-1,009750599;Sangue
ZDHHC9;-1,010462676;Sangue
MAP9;-1,011055189;Sangue
ZNF471;-1,011055189;Sangue
CCDC86;-1,012788485;Sangue
KCNC3;-1,01658426;Sangue
ABCA17P;-1,016983707;Sangue
AC005962.1;-1,016983707;Sangue
AC018695.6;-1,016983707;Sangue
AC026333.4;-1,016983707;Sangue
AC087273.2;-1,016983707;Sangue
AC099568.1;-1,016983707;Sangue
AC121761.2;-1,016983707;Sangue
C16orf96;-1,016983707;Sangue
CCDC81;-1,016983707;Sangue
FHAD1;-1,016983707;Sangue
HSPA2;-1,016983707;Sangue
IQGAP3;-1,016983707;Sangue
LRRC34;-1,016983707;Sangue
NUAK1;-1,016983707;Sangue
PCDHGC3;-1,016983707;Sangue
PITRM1-AS1;-1,016983707;Sangue
SLC29A4;-1,016983707;Sangue
TACSTD2;-1,016983707;Sangue
TADA2A;-1,016983707;Sangue
TRAPPC3L;-1,016983707;Sangue
TRBV10-2;-1,016983707;Sangue
AC090517.5;-1,017073513;Sangue
AF111167.2;-1,017073513;Sangue
PRKN;-1,017073513;Sangue
TGFB1I1;-1,017073513;Sangue
TRBV12-5;-1,017073513;Sangue
USP43;-1,017073513;Sangue
MINCR;-1,017128253;Sangue
MAN1C1;-1,017129545;Sangue
ZNF34;-1,017136674;Sangue
LINC00526;-1,017164389;Sangue
AC010896.1;-1,017164747;Sangue
AC084824.5;-1,017164747;Sangue
NACA3P;-1,017164747;Sangue
SPON1;-1,017164747;Sangue
EEF1A1P5;-1,017986795;Sangue
TNFRSF18;-1,019008115;Sangue
IRF8;-1,021373651;Sangue
DPY19L2P2;-1,02503168;Sangue
LMNTD2;-1,02503168;Sangue
ZNRD2;-1,028976743;Sangue
TPT1P9;-1,029179061;Sangue
ZCCHC24;-1,02997174;Sangue
SCFD2;-1,030187131;Sangue
AC010327.8;-1,031779133;Sangue
ZNF229;-1,031818931;Sangue
EGR3;-1,034185423;Sangue
AC015813.6;-1,034784444;Sangue
AC068050.1;-1,035788329;Sangue
VCAN;-1,035845199;Sangue
CFAP44;-1,036049133;Sangue
CMTM5;-1,039854723;Sangue
LHPP;-1,040770154;Sangue
IGHA2;-1,04112873;Sangue
AC006538.1;-1,04257552;Sangue
AF111169.3;-1,04257552;Sangue
AP001636.3;-1,04257552;Sangue
RUNX3-AS1;-1,04257552;Sangue
S100A5;-1,04257552;Sangue
TPT1P4;-1,04257552;Sangue
TRAJ6;-1,04257552;Sangue
TRBV24-1;-1,04257552;Sangue
AL592148.3;-1,042666395;Sangue
TREML1;-1,042670001;Sangue
FAM153CP;-1,042672319;Sangue
CD209;-1,042711835;Sangue
LCNL1;-1,042711835;Sangue
AC090607.2;-1,047109118;Sangue
HOXB-AS1;-1,047109118;Sangue
COL6A1;-1,048212777;Sangue
RPL13P12;-1,048982679;Sangue
TTC19;-1,050091952;Sangue
AC018690.1;-1,051127395;Sangue
AC020909.2;-1,051127395;Sangue
AC016876.1;-1,052562247;Sangue
ELOVL6;-1,054974636;Sangue
IFT140;-1,055264328;Sangue
AC008038.1;-1,055387645;Sangue
AC007000.1;-1,057715498;Sangue
AC107071.1;-1,057715498;Sangue
AC234917.3;-1,057715498;Sangue
AL132712.2;-1,057715498;Sangue
AL158163.2;-1,057715498;Sangue
DAB2IP;-1,057715498;Sangue
ELOVL3;-1,057715498;Sangue
KCNE1B;-1,057715498;Sangue
NTN4;-1,057715498;Sangue
ZNF890P;-1,057715498;Sangue
APP;-1,057801285;Sangue
AC023794.3;-1,057824549;Sangue
CD14;-1,057827452;Sangue
GAS6-AS1;-1,065443564;Sangue
AUTS2;-1,065685948;Sangue
PM20D1;-1,067634555;Sangue
RPL5P1;-1,067768785;Sangue
PER1;-1,070917087;Sangue
HMBS;-1,073118679;Sangue
PPP2R3B;-1,074848415;Sangue
LINC02705;-1,074907823;Sangue
KCTD3;-1,078197346;Sangue
FOXP1;-1,080062015;Sangue
BEND5;-1,080135348;Sangue
FAM241B;-1,080135348;Sangue
GNB3;-1,080203508;Sangue
CD69;-1,080328194;Sangue
AZIN2;-1,081039925;Sangue
ADAMTS5;-1,084219718;Sangue
UNC13B;-1,084219718;Sangue
RPL5P34;-1,084308878;Sangue
TRPM2;-1,087774981;Sangue
ZNF30;-1,088466107;Sangue
AC026412.1;-1,090188045;Sangue
EEF1A1P11;-1,09021283;Sangue
IRAK1BP1;-1,09021283;Sangue
CCDC122;-1,092441862;Sangue
COX16;-1,092441862;Sangue
SMIM5;-1,096389151;Sangue
FLNB;-1,096695722;Sangue
STAB1;-1,09794505;Sangue
GEMIN4;-1,099072068;Sangue
TRAV36DV7;-1,099569886;Sangue
LAMB2;-1,099584853;Sangue
EEF1A1P13;-1,099601247;Sangue
RCAN3AS;-1,100528915;Sangue
TMEM237;-1,100528915;Sangue
AK5;-1,10084504;Sangue
TMEM144;-1,106322523;Sangue
CXXC5;-1,106757924;Sangue
SARDH;-1,108135796;Sangue
ADAMTS10;-1,108752384;Sangue
LIPA;-1,114458725;Sangue
AC005696.4;-1,116483456;Sangue
AC010422.4;-1,116483456;Sangue
AC018362.1;-1,116483456;Sangue
AC018638.6;-1,116483456;Sangue
AC027575.2;-1,116483456;Sangue
AC044787.1;-1,116483456;Sangue
AC080162.1;-1,116483456;Sangue
AC090409.1;-1,116483456;Sangue
AC097658.1;-1,116483456;Sangue
AC106820.4;-1,116483456;Sangue
AC110749.1;-1,116483456;Sangue
AC130324.3;-1,116483456;Sangue
ADAMTSL2;-1,116483456;Sangue
AL031005.1;-1,116483456;Sangue
AL158151.1;-1,116483456;Sangue
AL162171.3;-1,116483456;Sangue
AP001107.2;-1,116483456;Sangue
AP001107.4;-1,116483456;Sangue
AP002851.1;-1,116483456;Sangue
BTF3-DT;-1,116483456;Sangue
C1orf53;-1,116483456;Sangue
CDR2L;-1,116483456;Sangue
CDS1;-1,116483456;Sangue
COL28A1;-1,116483456;Sangue
CYP2C8;-1,116483456;Sangue
DLGAP1-AS3;-1,116483456;Sangue
DNM1P35;-1,116483456;Sangue
EDNRB-AS1;-1,116483456;Sangue
ENAH;-1,116483456;Sangue
FAM81B;-1,116483456;Sangue
GGN;-1,116483456;Sangue
GTF2IRD1;-1,116483456;Sangue
HULC;-1,116483456;Sangue
KCNIP2-AS1;-1,116483456;Sangue
LINC00310;-1,116483456;Sangue
LMCD1;-1,116483456;Sangue
LRP11;-1,116483456;Sangue
MOV10L1;-1,116483456;Sangue
NUDT9P1;-1,116483456;Sangue
PDGFA;-1,116483456;Sangue
RABGAP1L-DT;-1,116483456;Sangue
RPL19P16;-1,116483456;Sangue
RPL23AP65;-1,116483456;Sangue
RPS29P3;-1,116483456;Sangue
SETP9;-1,116483456;Sangue
SIAH3;-1,116483456;Sangue
SLC3A1;-1,116483456;Sangue
SLC6A4;-1,116483456;Sangue
SUGCT;-1,116483456;Sangue
SYCE1;-1,116483456;Sangue
SYN3;-1,116483456;Sangue
WSCD1;-1,116483456;Sangue
AC008738.5;-1,116567278;Sangue
AC015819.2;-1,116567278;Sangue
AC068522.1;-1,116567278;Sangue
AC090739.1;-1,116567278;Sangue
AC108108.1;-1,116567278;Sangue
AC138207.9;-1,116567278;Sangue
AL121894.2;-1,116567278;Sangue
AP006621.1;-1,116567278;Sangue
CHST8;-1,116567278;Sangue
GRIK5;-1,116567278;Sangue
IGHEP2;-1,116567278;Sangue
LENG8-AS1;-1,116567278;Sangue
MIR4420;-1,116567278;Sangue
AC005076.1;-1,116609187;Sangue
AC068700.1;-1,116609187;Sangue
AC093849.4;-1,116609187;Sangue
AL627171.2;-1,116609187;Sangue
LINC02696;-1,116609187;Sangue
MMP15;-1,116609187;Sangue
RGS16;-1,116609187;Sangue
SPTBN2;-1,116609187;Sangue
AC091982.3;-1,116634332;Sangue
AC104581.4;-1,116634332;Sangue
AL359921.1;-1,116634332;Sangue
BEST4;-1,116634332;Sangue
COL13A1;-1,116634332;Sangue
DPY19L2;-1,116634332;Sangue
TPI1P1;-1,116634332;Sangue
AC090152.1;-1,116645911;Sangue
RPS15AP1;-1,116658154;Sangue
SLC35E4;-1,116658154;Sangue
ZNF711;-1,116658154;Sangue
ZFAND2A-DT;-1,116664058;Sangue
SPATA20;-1,116668514;Sangue
NR4A2;-1,116672123;Sangue
EFCAB15P;-1,116688447;Sangue
IGKV1-39;-1,116688447;Sangue
AL121929.2;-1,116693093;Sangue
AC006504.3;-1,116734906;Sangue
AC007216.4;-1,116734906;Sangue
AC007663.3;-1,116734906;Sangue
AC010422.3;-1,116734906;Sangue
AC015917.2;-1,116734906;Sangue
AC069234.5;-1,116734906;Sangue
AC069307.1;-1,116734906;Sangue
AC109583.3;-1,116734906;Sangue
AC125437.2;-1,116734906;Sangue
AC133552.4;-1,116734906;Sangue
AL450124.1;-1,116734906;Sangue
AL583722.1;-1,116734906;Sangue
AP003108.4;-1,116734906;Sangue
C5orf64;-1,116734906;Sangue
CCDC144NL-AS1;-1,116734906;Sangue
DNAJC5B;-1,116734906;Sangue
DSCR9;-1,116734906;Sangue
FABP5P9;-1,116734906;Sangue
MMP28;-1,116734906;Sangue
PRR7-AS1;-1,116734906;Sangue
RN7SL614P;-1,116734906;Sangue
RPS18;-1,116734906;Sangue
RPS19P1;-1,116734906;Sangue
SNORD124;-1,116734906;Sangue
SNRPGP14;-1,116734906;Sangue
TEX29;-1,116734906;Sangue
U52112.1;-1,116734906;Sangue
Z97633.1;-1,116734906;Sangue
ZNF705E;-1,116734906;Sangue
AL162424.1;-1,116745502;Sangue
CCDC114;-1,116745502;Sangue
PABPC3;-1,116747016;Sangue
RIN1;-1,121594461;Sangue
SLAMF8;-1,121906923;Sangue
AC121761.1;-1,12731872;Sangue
AC084125.2;-1,132913365;Sangue
MST1;-1,136426267;Sangue
ITGB3;-1,137971288;Sangue
HTRA1;-1,138700329;Sangue
ITGA6;-1,140164803;Sangue
MT-RNR1;-1,140321288;Sangue
LRRC27;-1,142280933;Sangue
CES1;-1,142703533;Sangue
EDN1;-1,142703533;Sangue
APBA2;-1,143253644;Sangue
MFSD2A;-1,14468975;Sangue
MT-ND3;-1,144705011;Sangue
ICA1L;-1,145220538;Sangue
AC068338.2;-1,145275064;Sangue
CCNE1;-1,148351298;Sangue
AL157895.1;-1,148411884;Sangue
KLF4;-1,149077774;Sangue
PAFAH1B3;-1,151017336;Sangue
AC079922.1;-1,15228592;Sangue
RPL26P6;-1,152323414;Sangue
AC093010.1;-1,154625245;Sangue
SYT17;-1,154625245;Sangue
GP5;-1,155914291;Sangue
TRAV35;-1,15729414;Sangue
ST8SIA6;-1,157331747;Sangue
AC131235.1;-1,157406962;Sangue
BOLA3-AS1;-1,157406962;Sangue
EIF4A1P10;-1,157406962;Sangue
LINC01619;-1,162467516;Sangue
AC100858.2;-1,163894623;Sangue
AL157893.1;-1,163894623;Sangue
FAM81A;-1,163894623;Sangue
PFN1P1;-1,163894623;Sangue
USP27X-AS1;-1,163894623;Sangue
PLD4;-1,16519853;Sangue
PEAR1;-1,165568849;Sangue
COL6A2;-1,166529975;Sangue
DUSP1;-1,166858698;Sangue
PACSIN1;-1,167441584;Sangue
NPM1P27;-1,168187197;Sangue
AL034379.1;-1,169781106;Sangue
AL845472.1;-1,173144359;Sangue
CYP2J2;-1,173144359;Sangue
FBXO36;-1,173144359;Sangue
PROCR;-1,173144359;Sangue
PRR4;-1,173144359;Sangue
TEDC2;-1,173144359;Sangue
PHLDA1;-1,173223062;Sangue
SPOCD1;-1,173250942;Sangue
DAB2;-1,173991552;Sangue
RASA4;-1,175159228;Sangue
ZNF589;-1,175845441;Sangue
AC079250.1;-1,177202788;Sangue
BRD2;-1,18133048;Sangue
MYLK;-1,181769611;Sangue
AL035071.1;-1,182650798;Sangue
CD7;-1,185279248;Sangue
VIPR1;-1,185478528;Sangue
AC027601.3;-1,187028449;Sangue
CATSPER2P1;-1,187028449;Sangue
OR7E38P;-1,187028449;Sangue
EML6;-1,187036736;Sangue
INSIG1-DT;-1,187036736;Sangue
TRGV2;-1,187079412;Sangue
ZNF595;-1,189603779;Sangue
MYOF;-1,190237444;Sangue
GIPC3;-1,192343576;Sangue
SPIN2B;-1,193307929;Sangue
CLIP2;-1,196837041;Sangue
AC004967.2;-1,196840439;Sangue
AC079331.2;-1,196884355;Sangue
DLX4;-1,196884355;Sangue
FBN2;-1,197709446;Sangue
PRAG1;-1,198469404;Sangue
COL6A3;-1,199121524;Sangue
AC244197.2;-1,20074692;Sangue
SCRN1;-1,202378465;Sangue
HOXB2;-1,20308425;Sangue
P2RY6;-1,203537352;Sangue
F13A1;-1,208814015;Sangue
AC008026.1;-1,209718591;Sangue
ARG2;-1,209718591;Sangue
CIART;-1,209718591;Sangue
CPS1;-1,209718591;Sangue
CYTL1;-1,209718591;Sangue
FAM167B;-1,209718591;Sangue
FAM192BP;-1,209718591;Sangue
GAS5-AS1;-1,209718591;Sangue
GRID2IP;-1,209718591;Sangue
HNRNPLP2;-1,209718591;Sangue
LRRFIP1P1;-1,209718591;Sangue
NIPA1;-1,209718591;Sangue
PARD3;-1,209718591;Sangue
PKIB;-1,209718591;Sangue
RASGRF1;-1,209718591;Sangue
RNY1;-1,209718591;Sangue
SPTLC3;-1,209718591;Sangue
STARD13;-1,209718591;Sangue
ZC3H11B;-1,209718591;Sangue
PLK2;-1,209770177;Sangue
LINC01891;-1,20983976;Sangue
SLC5A5;-1,20983976;Sangue
RPL6P27;-1,217137097;Sangue
LINC02432;-1,217593332;Sangue
RPS28P7;-1,217952653;Sangue
AC093591.1;-1,219223989;Sangue
AC009690.1;-1,227617217;Sangue
EMC1-AS1;-1,227617217;Sangue
SLC4A3;-1,227704457;Sangue
MGST1;-1,228305674;Sangue
ENHO;-1,232148266;Sangue
SCML1;-1,232867697;Sangue
EPHB3;-1,235376388;Sangue
LINC02298;-1,235376388;Sangue
TMEM231;-1,235376388;Sangue
ASIC3;-1,236166961;Sangue
MT-CO3;-1,236826958;Sangue
STX1A;-1,237259491;Sangue
DOC2GP;-1,239525331;Sangue
SIGLEC17P;-1,24125974;Sangue
PRXL2A;-1,241408535;Sangue
MTATP6P1;-1,242424126;Sangue
AL591846.1;-1,242723123;Sangue
ZNF542P;-1,245389647;Sangue
ZNF404;-1,24642093;Sangue
AC241585.2;-1,247930247;Sangue
GTF2H2;-1,248194903;Sangue
FADS2;-1,248768556;Sangue
LINC02446;-1,252655939;Sangue
MEG3;-1,252903515;Sangue
AC009159.3;-1,254055562;Sangue
AC009570.1;-1,254055562;Sangue
AC092745.4;-1,254055562;Sangue
AL356417.1;-1,254055562;Sangue
AL441883.1;-1,254055562;Sangue
AP002784.1;-1,254055562;Sangue
ARHGAP39;-1,254055562;Sangue
CASKIN2;-1,254055562;Sangue
CCDC26;-1,254055562;Sangue
EDN3;-1,254055562;Sangue
EIF3CL;-1,254055562;Sangue
FAM222A;-1,254055562;Sangue
IGFBP2;-1,254055562;Sangue
IGLC6;-1,254055562;Sangue
MIPEPP3;-1,254055562;Sangue
NANOGP4;-1,254055562;Sangue
NPTX1;-1,254055562;Sangue
RAB6B;-1,254055562;Sangue
RPL24P8;-1,254055562;Sangue
RPL32P2;-1,254055562;Sangue
SGCA;-1,254055562;Sangue
Z74021.1;-1,254055562;Sangue
NT5M;-1,254158741;Sangue
LILRB1;-1,254161086;Sangue
AC004846.1;-1,254184537;Sangue
CACNA1H;-1,254184537;Sangue
PPP1R14A;-1,254210332;Sangue
C3orf14;-1,254249026;Sangue
PRSS21;-1,254249026;Sangue
RPL7AP6;-1,257491145;Sangue
PKD1P3;-1,264215336;Sangue
WDR11-AS1;-1,266055032;Sangue
ZNF667;-1,266055032;Sangue
CTDSPL;-1,267912046;Sangue
DOCK7;-1,268659835;Sangue
ADGRG6;-1,268708304;Sangue
ICAM5;-1,268708304;Sangue
RPL26P19;-1,272790163;Sangue
TRBV4-1;-1,272790163;Sangue
AL122035.2;-1,272816128;Sangue
ZNF658;-1,27587051;Sangue
ZNF667-AS1;-1,276602024;Sangue
MTUS1;-1,278258292;Sangue
ADTRP;-1,27841514;Sangue
ABCG2;-1,280107919;Sangue
AC130650.2;-1,280107919;Sangue
AXL;-1,280107919;Sangue
GAS2L3;-1,280107919;Sangue
KLRK1-AS1;-1,280107919;Sangue
LRRC43;-1,280107919;Sangue
NGFR;-1,280107919;Sangue
PDCD6IPP2;-1,280107919;Sangue
GNA11;-1,28017108;Sangue
GNAI1;-1,280216971;Sangue
RPL23AP7;-1,281710738;Sangue
AC024293.1;-1,282393145;Sangue
FAM86C1P;-1,282426599;Sangue
SEMA6B;-1,282426599;Sangue
EMILIN1;-1,284123984;Sangue
FBLN2;-1,285731686;Sangue
ZNF286A;-1,286574405;Sangue
AL353796.1;-1,286628595;Sangue
DDIT4;-1,294043667;Sangue
ABHD1;-1,297144454;Sangue
ADAM20P1;-1,297144454;Sangue
KIF24;-1,297144454;Sangue
AC008892.1;-1,29721841;Sangue
AL390719.1;-1,29721841;Sangue
AP002813.1;-1,29721841;Sangue
BICC1;-1,29721841;Sangue
CACTIN-AS1;-1,29721841;Sangue
HCG18;-1,29721841;Sangue
HHLA2;-1,29721841;Sangue
SAMD1;-1,29721841;Sangue
AC133134.1;-1,29723533;Sangue
EDAR;-1,299069758;Sangue
HNRNPA1L2;-1,299716635;Sangue
ITGA2B;-1,299888611;Sangue
FOXRED2;-1,305686507;Sangue
DBH-AS1;-1,307818607;Sangue
AL080276.2;-1,309410055;Sangue
FRMD6;-1,309410055;Sangue
LMNA;-1,310918171;Sangue
PEG13;-1,312598599;Sangue
MPP6;-1,314745639;Sangue
AC020910.5;-1,318215716;Sangue
AC138028.2;-1,318215716;Sangue
AL031963.3;-1,318215716;Sangue
SFN;-1,318215716;Sangue
SLC18A1;-1,318215716;Sangue
AC017104.5;-1,318306592;Sangue
LAMC3;-1,318306592;Sangue
PTCH2;-1,318306592;Sangue
MMP2-AS1;-1,318352032;Sangue
NUDT12;-1,318352032;Sangue
EIF4A1;-1,320588586;Sangue
ANGPTL6;-1,323135568;Sangue
AL049873.1;-1,325316977;Sangue
SFRP5;-1,325316977;Sangue
MT-ND6;-1,328431251;Sangue
IER3IP1;-1,328476679;Sangue
TRAV29DV5;-1,334722319;Sangue
EPHX1;-1,335768043;Sangue
TTLL11;-1,336607269;Sangue
CFAP53;-1,338983647;Sangue
MMD;-1,339346291;Sangue
BEX3;-1,344298043;Sangue
RPL18AP3;-1,344509713;Sangue
SRR;-1,344956479;Sangue
AC044849.1;-1,344987967;Sangue
AC087501.4;-1,344987967;Sangue
PRF1;-1,345774837;Sangue
UACA;-1,349324725;Sangue
NT5DC3;-1,349326819;Sangue
MAGIX;-1,349392884;Sangue
VIL1;-1,349392884;Sangue
CAVIN2;-1,350744693;Sangue
AC145207.5;-1,354143444;Sangue
ADM5;-1,355494443;Sangue
BRSK1;-1,35768741;Sangue
PTK7;-1,358312196;Sangue
TGFBI;-1,359081093;Sangue
KLRF1;-1,372163557;Sangue
AC002401.1;-1,379434036;Sangue
AC005165.2;-1,379434036;Sangue
AC006115.2;-1,379434036;Sangue
AC006213.7;-1,379434036;Sangue
AC006946.3;-1,379434036;Sangue
AC007240.3;-1,379434036;Sangue
AC007570.1;-1,379434036;Sangue
AC009118.2;-1,379434036;Sangue
AC009123.1;-1,379434036;Sangue
AC012615.6;-1,379434036;Sangue
AC022107.1;-1,379434036;Sangue
AC022364.1;-1,379434036;Sangue
AC022558.3;-1,379434036;Sangue
AC026462.1;-1,379434036;Sangue
AC067931.1;-1,379434036;Sangue
AC068880.4;-1,379434036;Sangue
AC073063.1;-1,379434036;Sangue
AC078795.3;-1,379434036;Sangue
AC079305.1;-1,379434036;Sangue
AC084876.1;-1,379434036;Sangue
AC106739.1;-1,379434036;Sangue
AC132008.1;-1,379434036;Sangue
ADGRL1;-1,379434036;Sangue
AL121890.2;-1,379434036;Sangue
AL136980.1;-1,379434036;Sangue
AL139099.1;-1,379434036;Sangue
AL499604.1;-1,379434036;Sangue
AL512603.2;-1,379434036;Sangue
AL589843.2;-1,379434036;Sangue
AL669831.7;-1,379434036;Sangue
ANKRD31;-1,379434036;Sangue
AP000580.1;-1,379434036;Sangue
AP001107.1;-1,379434036;Sangue
ARMC3;-1,379434036;Sangue
ARPC3P1;-1,379434036;Sangue
CCDC113;-1,379434036;Sangue
CCDC42;-1,379434036;Sangue
CHODL;-1,379434036;Sangue
CNDP1;-1,379434036;Sangue
COL15A1;-1,379434036;Sangue
CRYBB1;-1,379434036;Sangue
DBIL5P;-1,379434036;Sangue
DGUOK-AS1;-1,379434036;Sangue
FARP1;-1,379434036;Sangue
HUS1B;-1,379434036;Sangue
IQCH;-1,379434036;Sangue
KIF5C-AS1;-1,379434036;Sangue
KRT74;-1,379434036;Sangue
LINC01970;-1,379434036;Sangue
LINC02495;-1,379434036;Sangue
LINC02803;-1,379434036;Sangue
LRRC7;-1,379434036;Sangue
METTL27;-1,379434036;Sangue
NPBWR1;-1,379434036;Sangue
OR56B1;-1,379434036;Sangue
PHACTR3;-1,379434036;Sangue
PPP1R14C;-1,379434036;Sangue
RB1-DT;-1,379434036;Sangue
RHEBP2;-1,379434036;Sangue
RNU5A-1;-1,379434036;Sangue
RPL7AP11;-1,379434036;Sangue
SCN11A;-1,379434036;Sangue
SERHL2;-1,379434036;Sangue
SMG7-AS1;-1,379434036;Sangue
SNORA2A;-1,379434036;Sangue
SPAG4;-1,379434036;Sangue
SYCP2L;-1,379434036;Sangue
TGFBR3L;-1,379434036;Sangue
TMSB10P1;-1,379434036;Sangue
WDR38;-1,379434036;Sangue
ZNF852;-1,379434036;Sangue
AC005005.3;-1,379573744;Sangue
AC092718.6;-1,379573744;Sangue
AC113398.1;-1,379573744;Sangue
AL161644.1;-1,379573744;Sangue
AP003557.2;-1,379573744;Sangue
COLEC12;-1,379573744;Sangue
LINC01431;-1,379573744;Sangue
LINC02694;-1,379573744;Sangue
LNP1;-1,379573744;Sangue
PRG4;-1,379573744;Sangue
RAB7B;-1,379573744;Sangue
RN7SKP80;-1,379573744;Sangue
RPL7P23;-1,379573744;Sangue
RPS26P31;-1,379573744;Sangue
SLC7A9;-1,379573744;Sangue
SNTG2-AS1;-1,379573744;Sangue
AGAP2-AS1;-1,379601684;Sangue
KRT17P8;-1,379601684;Sangue
AC004921.1;-1,379643593;Sangue
AC006128.1;-1,379643593;Sangue
AC023282.1;-1,379643593;Sangue
AC027449.1;-1,379643593;Sangue
AC027601.1;-1,379643593;Sangue
AC036176.1;-1,379643593;Sangue
AC046176.1;-1,379643593;Sangue
AC084824.3;-1,379643593;Sangue
AC134312.5;-1,379643593;Sangue
AC138356.1;-1,379643593;Sangue
ADRB1;-1,379643593;Sangue
AL137786.1;-1,379643593;Sangue
AL160408.2;-1,379643593;Sangue
CGN;-1,379643593;Sangue
CHAD;-1,379643593;Sangue
CHRNA5;-1,379643593;Sangue
IGKV1-12;-1,379643593;Sangue
KLHL23;-1,379643593;Sangue
LRP2BP;-1,379643593;Sangue
LRRC70;-1,379643593;Sangue
ME1;-1,379643593;Sangue
MTCO1P40;-1,379643593;Sangue
NBPF2P;-1,379643593;Sangue
NMNAT2;-1,379643593;Sangue
NONOP2;-1,379643593;Sangue
PLIN1;-1,379643593;Sangue
PSMC1P1;-1,379643593;Sangue
RAG1;-1,379643593;Sangue
RASSF8;-1,379643593;Sangue
RBPMS2;-1,379643593;Sangue
RN7SL113P;-1,379643593;Sangue
RN7SL138P;-1,379643593;Sangue
XCR1;-1,379643593;Sangue
TMEM40;-1,379685556;Sangue
AC095057.3;-1,379695414;Sangue
SDC4;-1,379699544;Sangue
ZSCAN21;-1,379701529;Sangue
MZT1;-1,379706518;Sangue
TMEM38A;-1,379706518;Sangue
PALD1;-1,379723681;Sangue
SCOC-AS1;-1,379741479;Sangue
SFTPD;-1,379741479;Sangue
AC020656.1;-1,379779908;Sangue
C15orf62;-1,379779908;Sangue
SNORD14A;-1,379779908;Sangue
MT-CO2;-1,382590877;Sangue
SLC22A17;-1,384800098;Sangue
LINC00565;-1,392313323;Sangue
AL355987.4;-1,395623296;Sangue
FIRRE;-1,399608192;Sangue
MT-ND4L;-1,401545263;Sangue
SH3BGRL2;-1,401891427;Sangue
CA2;-1,402153576;Sangue
NRGN;-1,403480468;Sangue
SLC38A11;-1,406225543;Sangue
SPARC;-1,407032156;Sangue
AL357143.1;-1,410390893;Sangue
INF2;-1,411072191;Sangue
AL033519.3;-1,413654198;Sangue
TYW1B;-1,413654198;Sangue
AC097504.2;-1,416221922;Sangue
AHI1;-1,416232399;Sangue
DHCR7;-1,416617898;Sangue
AL512625.1;-1,419120986;Sangue
RGPD8;-1,419245843;Sangue
MT-ATP6;-1,4223423;Sangue
ADAM12;-1,422774473;Sangue
SUCLG2-AS1;-1,426929029;Sangue
CIB2;-1,427038081;Sangue
DDX47;-1,431063319;Sangue
FTH1P20;-1,432232181;Sangue
MLC1;-1,432998168;Sangue
RPL13AP5;-1,43385665;Sangue
XCL2;-1,446828401;Sangue
MEX3B;-1,446913579;Sangue
RASGRF2-AS1;-1,446913579;Sangue
GFRA2;-1,45005751;Sangue
UBE3D;-1,450131994;Sangue
SMOX;-1,45483583;Sangue
AC011912.1;-1,457613019;Sangue
AC024084.1;-1,457613019;Sangue
AC062029.1;-1,457613019;Sangue
AL355802.3;-1,457613019;Sangue
CD163L1;-1,457613019;Sangue
LRRC63;-1,457613019;Sangue
RPS7P3;-1,457613019;Sangue
TBC1D8-AS1;-1,457613019;Sangue
TRPM5;-1,457613019;Sangue
LINC01226;-1,457734188;Sangue
RPS3AP26;-1,466124503;Sangue
AL133444.1;-1,467230423;Sangue
SLC12A3;-1,467230423;Sangue
AP000547.3;-1,470320618;Sangue
ACTG1P3;-1,472752997;Sangue
ADAMTS2;-1,472752997;Sangue
KL;-1,472752997;Sangue
NEURL1B;-1,472752997;Sangue
ZBTB7C;-1,472752997;Sangue
IQSEC3;-1,472822759;Sangue
MAN1B1-DT;-1,472822759;Sangue
ALDH2;-1,478662832;Sangue
HSPG2;-1,48158395;Sangue
ROBO3;-1,486309597;Sangue
CCT8P1;-1,486612747;Sangue
KRT73;-1,486620231;Sangue
LZTS3;-1,488619252;Sangue
VMO1;-1,488630682;Sangue
PTGFRN;-1,48991188;Sangue
LINC00989;-1,490738863;Sangue
HSBP1L1;-1,491344093;Sangue
MT-ND1;-1,493666667;Sangue
AF131215.5;-1,495072454;Sangue
DEPDC1B;-1,495072454;Sangue
LIM2;-1,495072454;Sangue
SPATA6L;-1,495072454;Sangue
AL365205.1;-1,495104691;Sangue
AC022007.1;-1,495169165;Sangue
